Index,Index1,Asset_Name,Asset_Type,Sector,Funds_Name,Rating,Fund Class,Value,Percentage
4904,,Mah Scooters,Equity,Automotive,Parag Parikh Long Term Equity Fund - Regular Plan (G),,,28.58,2.79
4905,,Mahindra Holida,Equity,Services,Parag Parikh Long Term Equity Fund - Regular Plan (G),,,28.48,2.78
4906,,ICRA,Equity,Miscellaneous,Parag Parikh Long Term Equity Fund - Regular Plan (G),,,15,1.46
4907,,Dr Reddys Labs,Equity,Pharmaceuticals,Parag Parikh Long Term Equity Fund - Regular Plan (G),,,14.46,1.41
4908,,Ipca Labs,Equity,Pharmaceuticals,Parag Parikh Long Term Equity Fund - Regular Plan (G),,,13.6,1.33
4909,,Lupin,Equity,Pharmaceuticals,Parag Parikh Long Term Equity Fund - Regular Plan (G),,,12.8,1.25
4910,,Pfizer,Equity,Pharmaceuticals,Parag Parikh Long Term Equity Fund - Regular Plan (G),,,7.8,0.76
4911,,Facebook INC,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,50.66,4.95
4912,,Century Textiles Industries Ltd.,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,36.65,3.58
4913,,Suzuki Motor Corp (ADR),Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,35.65,3.48
4914,,United Parcel Services INC,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,32.32,3.16
4915,,3M CO,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,28.4,2.77
4916,,Cash Margin for Derivative Transactions,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,27.65,2.7
4917,,ITC Ltd,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,26.9,2.63
4918,,Nestle SA-ADR,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,22.24,2.17
4919,,International Business Machines Corp,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,21.76,2.13
4920,,Alphabet INC,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,111.67,10.9
4921,,Bharti Airtel Ltd,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,19.07,1.86
4922,,State Bank Of India Ltd,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,17.39,1.7
4923,,Maruti Suzuki India Ltd,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,14.26,1.39
4924,,Yes Bank Ltd,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,13.27,1.3
4925,,Bank of Baroda,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,9.22,0.9
4926,,Treasury Bills,Debt,,Parag Parikh Long Term Equity Fund - Regular Plan (G),,,4.99,0.49
4927,,FIXED DEPOSIT,Debt,,Parag Parikh Long Term Equity Fund - Regular Plan (G),,,9.01,0.88
4928,,HDFC Bank Ltd. (maturity not exceeding 91 days),Debt,,Parag Parikh Long Term Equity Fund - Regular Plan (G),,,9.01,0.88
4929,,TERM DEPOSITS PLACED AS MARGIN,Debt,,Parag Parikh Long Term Equity Fund - Regular Plan (G),,,0.05,0
4930,,HDFC Bank Ltd. (maturity not exceeding 91 days),Debt,,Parag Parikh Long Term Equity Fund - Regular Plan (G),,,0.05,0
4931,,Collateralised Borrowing & Lending Obligation (Net Payable),Cash / Call,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,7.9,0.77
4932,,NET CURRENT ASSET,Cash / Call,,Parag Parikh Long Term Equity Fund - Regular Plan (G),-,,0.45,0.04
4933,,HDFC Bank,Equity,Banking & Financial Services,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,74.02,7.23
4934,,Bajaj Holdings,Equity,Banking & Financial Services,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,67.54,6.59
4935,,Persistent,Equity,Information Technology,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,55.58,5.43
4936,,Balkrishna Ind,Equity,Automotive,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,52.35,5.11
4937,,Zydus Wellness,Equity,Food & Beverages,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,38.54,3.76
4938,,IGL,Equity,Oil & Gas,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,36.71,3.59
4939,,Axis Bank,Equity,Banking & Financial Services,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,29.99,2.93
4940,,MphasiS,Equity,Information Technology,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,29.86,2.92
4941,,ICICI Bank,Equity,Banking & Financial Services,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,29.31,2.86
4942,,Mah Scooters,Equity,Automotive,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,28.58,2.79
4943,,Mahindra Holida,Equity,Services,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,28.48,2.78
4944,,ICRA,Equity,Miscellaneous,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,15,1.46
4945,,Dr Reddys Labs,Equity,Pharmaceuticals,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,14.46,1.41
4946,,Ipca Labs,Equity,Pharmaceuticals,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,13.6,1.33
4947,,Lupin,Equity,Pharmaceuticals,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,12.8,1.25
4948,,Pfizer,Equity,Pharmaceuticals,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,7.8,0.76
4949,,Facebook INC,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,50.66,4.95
4950,,Century Textiles Industries Ltd.,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,36.65,3.58
4951,,Suzuki Motor Corp (ADR),Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,35.65,3.48
4952,,United Parcel Services INC,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,32.32,3.16
4953,,3M CO,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,28.4,2.77
4954,,Cash Margin for Derivative Transactions,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,27.65,2.7
4955,,ITC Ltd,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,26.9,2.63
4956,,Nestle SA-ADR,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,22.24,2.17
4957,,International Business Machines Corp,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,21.76,2.13
4958,,Alphabet INC,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,111.67,10.9
4959,,Bharti Airtel Ltd,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,19.07,1.86
4960,,State Bank Of India Ltd,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,17.39,1.7
4961,,Maruti Suzuki India Ltd,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,14.26,1.39
4962,,Yes Bank Ltd,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,13.27,1.3
4963,,Bank of Baroda,Others / Unlisted,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,9.22,0.9
4964,,Treasury Bills,Debt,,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,4.99,0.49
4965,,FIXED DEPOSIT,Debt,,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,9.01,0.88
4966,,HDFC Bank Ltd. (maturity not exceeding 91 days),Debt,,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,9.01,0.88
4967,,TERM DEPOSITS PLACED AS MARGIN,Debt,,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,0.05,0
4968,,HDFC Bank Ltd. (maturity not exceeding 91 days),Debt,,Parag Parikh Long Term Equity Fund - Direct Plan (G),,,0.05,0
4969,,Collateralised Borrowing & Lending Obligation (Net Payable),Cash / Call,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,7.9,0.77
4970,,NET CURRENT ASSET,Cash / Call,,Parag Parikh Long Term Equity Fund - Direct Plan (G),-,,0.45,0.04
4971,,Vesuvius India,Equity,Cement & Construction,Reliance Capital Builder Fund - Series C (G),,,39.32,6.83
4972,,SBI,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series C (G),,,36.77,6.39
4973,,GE Power India,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series C (G),,,30.27,5.26
4974,,M&M,Equity,Automotive,Reliance Capital Builder Fund - Series C (G),,,25.15,4.37
4975,,Indian Hotels,Equity,Services,Reliance Capital Builder Fund - Series C (G),,,23.21,4.03
4976,,Max Financial,Equity,Manufacturing,Reliance Capital Builder Fund - Series C (G),,,22.62,3.93
4977,,PNC Infratech,Equity,Retail & Real Estate,Reliance Capital Builder Fund - Series C (G),,,21.5,3.74
4978,,Bharat Forge,Equity,Manufacturing,Reliance Capital Builder Fund - Series C (G),,,18.95,3.29
4979,,GE T&D India,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series C (G),,,18.69,3.25
4980,,Petronet LNG,Equity,Oil & Gas,Reliance Capital Builder Fund - Series C (G),,,18.45,3.21
4981,,ICICI Bank,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series C (G),,,18.03,3.13
4982,,Coromandel Int,Equity,Chemicals,Reliance Capital Builder Fund - Series C (G),,,17.71,3.08
4983,,HCL Tech,Equity,Information Technology,Reliance Capital Builder Fund - Series C (G),,,17.49,3.04
4984,,Bharat Elec,Equity,Manufacturing,Reliance Capital Builder Fund - Series C (G),,,17.04,2.96
4985,,Ashoka Buildcon,Equity,Cement & Construction,Reliance Capital Builder Fund - Series C (G),,,16.75,2.91
4986,,Castrol,Equity,Chemicals,Reliance Capital Builder Fund - Series C (G),,,16.6,2.88
4987,,Federal Bank,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series C (G),,,16.32,2.84
4988,,CARE,Equity,Miscellaneous,Reliance Capital Builder Fund - Series C (G),,,15.75,2.74
4989,,Exide Ind,Equity,Automotive,Reliance Capital Builder Fund - Series C (G),,,15.14,2.63
4990,,NIIT,Equity,Information Technology,Reliance Capital Builder Fund - Series C (G),,,15.03,2.61
4991,,TeamLease Ser.,Equity,Miscellaneous,Reliance Capital Builder Fund - Series C (G),,,14.75,2.56
4992,,Texmaco Rail,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series C (G),,,14.36,2.49
4993,,Navkar Corp,Equity,Services,Reliance Capital Builder Fund - Series C (G),,,13.65,2.37
4994,,Prestige Estate,Equity,Retail & Real Estate,Reliance Capital Builder Fund - Series C (G),,,13.18,2.29
4995,,Divis Labs,Equity,Pharmaceuticals,Reliance Capital Builder Fund - Series C (G),,,12.78,2.22
4996,,Max Financial,Equity,Manufacturing,Reliance Capital Builder Fund - Series C (G),,,9.43,1.64
4997,,PTC India,Equity,Services,Reliance Capital Builder Fund - Series C (G),,,8.37,1.45
4998,,DB Corp,Equity,Media & Entertainment,Reliance Capital Builder Fund - Series C (G),,,7.4,1.29
4999,,CBLO,Money Market,,Reliance Capital Builder Fund - Series C (G),-,,61.24,10.64
5000,,Net Current Assets,Cash / Call,,Reliance Capital Builder Fund - Series C (G),-,,-0.46,-0.07
5001,,SBI,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,29.41,7.08
5002,,Vesuvius India,Equity,Cement & Construction,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,22.73,5.47
5003,,Federal Bank,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,21.21,5.11
5004,,GE Power India,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,20.54,4.95
5005,,Larsen,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,17.91,4.31
5006,,Indian Hotels,Equity,Services,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,17.57,4.23
5007,,Divis Labs,Equity,Pharmaceuticals,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,17.37,4.18
5008,,Max Financial,Equity,Manufacturing,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,16.36,3.94
5009,,ICICI Bank,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,15.44,3.72
5010,,PNC Infratech,Equity,Retail & Real Estate,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,14.93,3.59
5011,,Max Financial,Equity,Manufacturing,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,14.79,3.56
5012,,Bharat Forge,Equity,Manufacturing,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,13.55,3.26
5013,,GE T&D India,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,12.82,3.09
5014,,Cummins,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,12.74,3.07
5015,,Bharat Elec,Equity,Manufacturing,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,12.62,3.04
5016,,Castrol,Equity,Chemicals,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,12.42,2.99
5017,,CARE,Equity,Miscellaneous,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,12.41,2.99
5018,,Linde India,Equity,Chemicals,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,12.07,2.91
5019,,Exide Ind,Equity,Automotive,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,11.98,2.89
5020,,TeamLease Ser.,Equity,Miscellaneous,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,11.73,2.83
5021,,Ashoka Buildcon,Equity,Cement & Construction,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,11.65,2.8
5022,,Bajaj Electric,Equity,Consumer Durables,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,11.16,2.69
5023,,NIIT,Equity,Information Technology,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,10.32,2.48
5024,,Texmaco Rail,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,8.5,2.05
5025,,Petronet LNG,Equity,Oil & Gas,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,7.89,1.9
5026,,Prestige Estate,Equity,Retail & Real Estate,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,7.08,1.7
5027,,Navkar Corp,Equity,Services,Reliance Capital Builder Fund - Series B - Direct Plan (G),,,4.34,1.05
5028,,CBLO,Money Market,,Reliance Capital Builder Fund - Series B - Direct Plan (G),-,,16.75,4.03
5029,,Net Current Assets,Cash / Call,,Reliance Capital Builder Fund - Series B - Direct Plan (G),-,,16.95,4.09
5030,,SBI,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series B (G),,,29.41,7.08
5031,,Vesuvius India,Equity,Cement & Construction,Reliance Capital Builder Fund - Series B (G),,,22.73,5.47
5032,,Federal Bank,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series B (G),,,21.21,5.11
5033,,GE Power India,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series B (G),,,20.54,4.95
5034,,Larsen,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series B (G),,,17.91,4.31
5035,,Indian Hotels,Equity,Services,Reliance Capital Builder Fund - Series B (G),,,17.57,4.23
5036,,Divis Labs,Equity,Pharmaceuticals,Reliance Capital Builder Fund - Series B (G),,,17.37,4.18
5037,,Max Financial,Equity,Manufacturing,Reliance Capital Builder Fund - Series B (G),,,16.36,3.94
5038,,ICICI Bank,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series B (G),,,15.44,3.72
5039,,PNC Infratech,Equity,Retail & Real Estate,Reliance Capital Builder Fund - Series B (G),,,14.93,3.59
5040,,Max Financial,Equity,Manufacturing,Reliance Capital Builder Fund - Series B (G),,,14.79,3.56
5041,,Bharat Forge,Equity,Manufacturing,Reliance Capital Builder Fund - Series B (G),,,13.55,3.26
5042,,GE T&D India,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series B (G),,,12.82,3.09
5043,,Cummins,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series B (G),,,12.74,3.07
5044,,Bharat Elec,Equity,Manufacturing,Reliance Capital Builder Fund - Series B (G),,,12.62,3.04
5045,,Castrol,Equity,Chemicals,Reliance Capital Builder Fund - Series B (G),,,12.42,2.99
5046,,CARE,Equity,Miscellaneous,Reliance Capital Builder Fund - Series B (G),,,12.41,2.99
5047,,Linde India,Equity,Chemicals,Reliance Capital Builder Fund - Series B (G),,,12.07,2.91
5048,,Exide Ind,Equity,Automotive,Reliance Capital Builder Fund - Series B (G),,,11.98,2.89
5049,,TeamLease Ser.,Equity,Miscellaneous,Reliance Capital Builder Fund - Series B (G),,,11.73,2.83
5050,,Ashoka Buildcon,Equity,Cement & Construction,Reliance Capital Builder Fund - Series B (G),,,11.65,2.8
5051,,Bajaj Electric,Equity,Consumer Durables,Reliance Capital Builder Fund - Series B (G),,,11.16,2.69
5052,,NIIT,Equity,Information Technology,Reliance Capital Builder Fund - Series B (G),,,10.32,2.48
5053,,Texmaco Rail,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series B (G),,,8.5,2.05
5054,,Petronet LNG,Equity,Oil & Gas,Reliance Capital Builder Fund - Series B (G),,,7.89,1.9
5055,,Prestige Estate,Equity,Retail & Real Estate,Reliance Capital Builder Fund - Series B (G),,,7.08,1.7
5056,,Navkar Corp,Equity,Services,Reliance Capital Builder Fund - Series B (G),,,4.34,1.05
5057,,CBLO,Money Market,,Reliance Capital Builder Fund - Series B (G),-,,16.75,4.03
5058,,Net Current Assets,Cash / Call,,Reliance Capital Builder Fund - Series B (G),-,,16.95,4.09
5059,,ISGEC Heavy Eng,Equity,Food & Beverages,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.03,4.28
5060,,Birla Corp,Equity,Cement & Construction,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.03,4.25
5061,,Kalyani Steels,Equity,Metals & Mining,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.03,4.13
5062,,GIC Housing Fin,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.03,4
5063,,India Cements,Equity,Cement & Construction,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.03,3.83
5064,,DCM Shriram,Equity,Conglomerates,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.03,3.74
5065,,SBI,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.02,3.6
5066,,Vindhya Telelin,Equity,Telecommunication,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.02,3.06
5067,,Max Financial,Equity,Manufacturing,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.02,3.01
5068,,Federal Bank,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.02,2.92
5069,,Akzo Nobel,Equity,Chemicals,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.02,2.84
5070,,MCX India,Equity,Miscellaneous,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.02,2.77
5071,,Texmaco Rail,Equity,Engineering & Capital Goods,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.02,2.71
5072,,KPR Mill,Equity,Manufacturing,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.02,2.6
5073,,United Spirits,Equity,Food & Beverages,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.02,2.44
5074,,HCL Tech,Equity,Information Technology,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.01,2.11
5075,,Vardhman Text,Equity,Manufacturing,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.01,2.03
5076,,NIIT Tech,Equity,Information Technology,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.01,2.02
5077,,Magma Fincorp,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.01,2
5078,,BF Investment,Equity,Banking & Financial Services,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.01,1.93
5079,,Technocraft Ind,Equity,Metals & Mining,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.01,1.86
5080,,Kaya,Equity,Miscellaneous,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.01,1.7
5081,,Auto Corp Goa,Equity,Automotive,Reliance Capital Builder Fund - Series A - Direct Plan (G),,,0.01,1.59
